Kode;Kodetekst 
W96;Komplikasjoner i barseltid IKA
W96;Barselkomplikasjon IKA
W96;Barseltrombose INA
W96;Dyp venetrombose ved/etter fødsel
W96;Hemoroider i barseltid
W96;Nyresvikt akutt etter fødsel
W96;Postpartum komplikasjoner
W96;Tromboflebitt i barseltid
W99;Svangerskap/fødsel/barseltid sykdom IKA
W99;Abort komplikasjoner blødning
W99;Abort komplikasjoner INA
W99;Abort komplikasjoner infeksjon
W99;Bekkenløsning
W99;Falske rier
W99;Fostervannsemboli
W99;Hemoroider under svangerskap
W99;Herpes gestationis
W99;Hypotensjonssyndrom svangerskap
W99;Kynnere
W99;Obstetrisk luftemboli
W99;Restless legs under svangerskap
W99;Svangerskap liten vektøkning
W99;Svangerskap overtidig
W99;Svangerskap spiral retinert
W99;Svangerskap stor vektøkning
W99;Svangerskap unormalt funn IKA
W99;Svangerskap unormalt ultralydfunn
W99;Svangerskapsavbrudd komplikasjoner
W99;Symfyseløsning
W99;Symfyseolyse
W99;Tretthet under svangerskap
W99;Tyreoiditt etter fødsel
W99;Åreknuter under svangerskap
X01;Smerte i kjønnsorgan kvinne
X01;Smerte genitalia indre (K)
X01;Smerte genitalia ytre (K)
X01;Smerte skjede
X01;Smerte underliv (K)
X01;Smerte vulva
X01;Smerte i bekken og perineum
X01;Smerte i vulva
X02;Menstruasjonssmerter
X02;Dysmenoré primær
X02;Dysmenoré sekundær
X02;Dysmenoré
X03;Intermenstruelle smerter
X03;Mittelschmerz
X03;Ovulasjonssmerte
X03;Ovulasjonssmerter
X04;Smerte ved samleie kvinne
X04;Dyspareuni (K)
X04;Krampe underlivet (K)
X04;Smerte ved samleie (K)
X04;Vaginisme
X04;Dyspareuni hos kvinne
X04;Vaginisme IKA
X05;Menstruasjon sparsom/sjelden
X05;Amenoré INA
X05;Amenoré primær
X05;Amenoré sekundær
X05;Hypomenoré INA
X05;Menopause amenoré
X05;Menstruasjon forsinket INA
X05;Menstruasjon manglende/uteblitt INA
X05;Oligomenoré INA
X05;Oligomenoré primær
X05;Oligomenoré sekundær
X05;Amenoré
X05;Forsinket/sen menstruasjon
X05;Oligomenoré
X06;Menstruasjon kraftig
X06;Menometroragi menopausal
X06;Menoragi i pubertet
X06;Menoragi menopausal
X06;Menoragi
X06;Metroragi menopausal
X06;Polymenoré og menoragi
X06;Blødning i pubertet
X07;Menstruasjon uregelmessig/hyppig
X07;Blødning livmor uregelmessig INA
X07;Intermenstruell blødning uregelm
X07;Menometroragi
X07;Metroragi
X07;Polymenoré
X07;Uregelmessig blødning INA
X08;Intermenstruell blødning
X08;Intermenstruell blødning regelm
X08;Intermenstruell gjennombruddsblødning
X08;Intermenstruell sporblødning
X08;Ovulasjonsblødning
X08;Dysfunksjonell blødning fra livmor
X08;Gjennombruddsblødning
X09;Premenstruelle symptomer/plager
X10;Forskyvning av menstruasjon
X11;Klimakterium symptomer/plager
X11;Atrofisk vaginitt postmenopausal
X11;Hetetokter klimakterium
X11;Klimakterium forstyrrelse IKA
X11;Konsentrasjonsvansker klimakterium
X11;Menopause kunstig symptomer/plager
X11;Menopause symptomer/plager
X11;Senil (atrofisk) vaginitt
X11;Søvnforstyrrelse klimakterium
X11;Atrofisk vaginitt
X11;Senil vaginitt
X11;Symptomer/plager knyttet til menopause
X12;Postmenopausal blødning
X13;Blødning etter samleie
X13;Kontaktblødning livmor/skjede
X13;Postkoital blødning
X13;Kontaktblødning
X14;Utflod fra skjeden
X14;Fluor vaginalis
X14;Leukoré vagina INA
X14;Utflod skjeden endret lukt
X14;Utflod skjeden endret mengde
X14;Utflod skjeden endret utseende
X14;Leukoré
X15;Skjede symptomer/plager IKA
X15;Skjede kløe
X15;Skjede sårhet/svie
X15;Skjede tørrhet
X15;Vagina symptomer/plager INA
X15;Tørrhet i skjeden
X16;Vulva symptomer/plager
X16;Vulva kløe
X16;Vulva sårhet/svie
X16;Vulva tørrhet
X17;Underliv symptomer/plager kvinne
X17;Underliv sammentrekninger (K)
X17;Underliv trykk/press (K)
X18;Smerte i bryst kvinne
X18;Mastalgi
X18;Mastodyni
X19;Kul i bryst IKA kvinne
X19;Klump i bryst
X20;Brystvorte symptomer/plager kvinne
X20;Brystvorte fissur (K)
X20;Brystvorte inntrukket (K)
X20;Brystvorte kløe (K)
X20;Brystvorte sekresjon (K)
X20;Brystvorte smerte (K)
X20;Fissur i brystvorte
X20;Retraksjon av brystvorte
X20;Smerte/kløe brystvorte
X20;Utflod fra brysvorte
X21;Bryst symptomer/plager IKA kvinne
X21;Bryst hypertrofi (K)
X21;Bryst indurasjon (K)
X21;Bryst spreng (ikke ammende)
X21;Galaktoré (ikke ammende)
X21;Gynekomasti (K)
X21;Mastitt ikke ammende
X21;Mastopati INA
X21;Galaktoré
X21;Masteopati
X21;Mastitt (ikke ammende)
X22;Bekymret/opptatt av brystenes utseende kvinne
X23;Engstelig for kjønnssykdom kvinne
X24;Engstelig for seksuell dysfunksjon kvinne
X25;Engstelig for kreft i kjønnsorgan kvinne
X26;Engstelig for brystkreft kvinne
X27;Engstelig for sykdom i kjønnsorgan/bryst IKA kvinne
X27;Engstelig for sykdom bryst
X27;Engstelig for sykdom underliv (K)
X28;Redusert funksjonsevne pga problem i kjønnsorgan kvinne
X28;Funksjonshemning kvinnesykdom
X29;Kjønnsorgan symptomer/plager IKA kvinne
X29;Uretroré (K)
X29;Utflod urinrøret (K)
X29;Utflod fra urinrøret
X70;Syfilis kvinne
X70;Syfilis primær anal (K)
X70;Syfilis primær genital (K)
X70;Syfilis sekundær (K)
X70;Syfilis sent stadium (K)
X70;Syfilis sent stadium latent (K)
X70;Syfilis tidlig stadium latent (K)
X70;Syfilis alle lokalisasjoner
X71;Gonokokkinfeksjon kvinne
X71;Gonokokkinfeksjon bartholinsk
X71;Gonokokkinfeksjon cervicitt
X71;Gonokokkinfeksjon cystitt (K)
X71;Gonokokkinfeksjon ooforitt
X71;Gonokokkinfeksjon salpingitt
X71;Gonokokkinfeksjon salpingo-ooforitt
X71;Gonokokkinfeksjon uretritt (K)
X71;Gonokokkinfeksjon urogenitalt (K)
X71;Gonokokkinfeksjon vulvovaginitt
X71;Gonoré INA (K)
X71;Underlivsinfeksjon gonokokk INA (K)
X71;Gonokokkinfeksjon alle lokalisasjoner
X72;Candidainfeksjon urogenitalt kvinne
X72;Candidainfeksjon skjede
X72;Candidainfeksjon uretritt (K)
X72;Candidainfeksjon vulva
X72;Soppinfeksjon underliv (K)
X72;Underlivsinfeksjon candida (K)
X72;Moniliasisinfeksjon i skjede/livmorhals
X72;Trøske urogenitalt
X73;Trikomonasinfeksjon urogenitalt kvinne
X73;Urogenital trikomonasinfeksjon (K)
X74;Underlivsinfeksjon IKA kvinne
X74;Bukhinneadheranser bekkenorganer (K)
X74;Egglederbetennelse akutt
X74;Eggstokkbetennelse akutt
X74;Endometritt akutt
X74;Endometritt kronisk
X74;Ooforitt akutt
X74;Ooforitt kronisk
X74;Pelvic inflammatory disease
X74;PID (pelvic inflammatory disease)
X74;Pyometra akutt
X74;Pyometra kronisk
X74;Pyosalpinx akutt
X74;Salpingitt akutt
X74;Salpingitt INA
X74;Salpingitt kronisk
X74;Salpingo-ooforitt akutt
X74;Salpingo-ooforitt kronisk
X74;Sammenvoksninger bekkenorganer (K)
X74;Endometritt
X74;Ooforitt
X74;Salpingitt
X75;Ondartet svulst i livmorhals
X75;Livmorhalskreft
X76;Ondartet svulst i bryst kvinne
X76;Brystkreft (K)
X76;Intraduktalt karsinom
X77;Ondartet svulst i kvinnelige kjønnsorgan IKA
X77;Ondartet svulst eggstokk
X77;Ondartet svulst livmor
X77;Ondartet svulst skjede
X77;Ondartet svulst ytre genitalia (K)
X77;Ondartet svulst i adnexa
X78;Godartet svulst i livmor
X78;Livmor leiomyom
X78;Myom livmor
X78;Myoma uteri
X78;Fibromyom i livmorhals
X78;Leiomyom i livmor
X79;Godartet svulst i bryst kvinne
X79;Fibroadenom i bryst (K)
X79;Fibroadenom
X80;Godartet svulst i kvinnelige kjønnsorgan IKA
X80;Godartet svulst eggleder
X80;Godartet svulst eggstokk
X80;Godartet svulst livmor IKA
X80;Godartet svulst livmorhals
X80;Godartet svulst skjede
X80;Godartet svulst ytre genitalia (K)
X81;Uspesifisert svulst i kvinnelige kjønnsørgan IKA
X81;Carcinoma in citu bryst (K)
X81;Carcinoma in situ genitalia IKA (K)
X81;Carcinoma in situ livmor
X81;Carcinoma in situ livmorhals
X81;Carcinoma in situ skjede
X81;Uspesifisert svulst bryst (K)
X81;Uspesifisert svulst eggstokk
X81;Uspesifisert svulst livmor
X81;Uspesifisert svulst livmorhals
X81;Uspesifisert svulst ytre genitalia (K)
X81;Carsinoma in situ IKA
X81;Cervikal intraepitelial neoplasi (CIN) grad III
X81;Svulst i kvinnelig kjønnsorgan/bryst, ikke spesifisert som godartet eller ondartet når histologi  er ikke tilgjengelig
X82;Skade i kvinnelige kjønnsorgan
X82;Amputasjon traum ytre genitalia (K)
X82;Amputasjon traumatisk kjønnslepper
X82;Etseskade indre genitalia (K)
X82;Fremmedlegeme livmor
X82;Fremmedlegeme skjede
X82;Fremmedlegeme ytre genitalia (K)
X82;Kjønnslemlestelse kvinne
X82;Knusningsskade bekken (K)
X82;Knusningsskade ytre genitalia (K)
X82;Kontusjon skjede
X82;Kontusjon ytre genitalia (K)
X82;Omskjæring kvinne
X82;Skade eggleder
X82;Skade eggstokk
X82;Skade livmor
X82;Skade skjede
X82;Skade ytre genitalia (K)
X82;Sårskade skjede
X82;Sårskade ytre genitalia (K)
X82;Fremmedlegeme i skjeden
X82;Kvinnelig omskjæring
X83;Medfødt feil i kvinnelige kjønnsorgan
X83;Hermafrodittisme IKA (K)
X83;Hymen uperforert
X83;Medfødt feil bryster (K)
X83;Medfødt feil eggstokk/eggleder
X83;Medfødt feil genitalia ytre IKA (K)
X83;Medfødt feil kjønn ubestemmelig
X83;Medfødt feil kjønnslepper sammenvoks
X83;Medfødt feil klitoris
X83;Medfødt feil livmor
X83;Medfødt feil livmorhals
X83;Medfødt feil rektovaginal fistel
X83;Medfødt feil skjede duplikasjon
X83;Medfødt feil skjede IKA
X83;Medfødt feil skjede manglende
X83;Pseudohermafrodittisme kvinnelig IKA
X83;Hermafordittisme
X83;Uperforert hymen
X84;Vaginitt/vulvitt IKA
X84;Abscess ytre genitalia (K)
X84;Furunkel ytre genitalia (K)
X84;Skjede sårdannelse
X84;Vaginitt akutt
X84;Vaginitt INA
X84;Vaginitt kronisk
X84;Vulvitt akutt
X84;Vulvitt INA
X84;Vulvitt kronisk
X84;Vulvovaginitt akutt
X84;Vulvovaginitt INA
X84;Vulvovaginitt kronisk
X84;Ytre genitalia sårdannelse (K)
X84;Gardnerellainfeksjon
X84;Vaginose
X85;Sykdom i livmorhals IKA
X85;Cervicitt
X85;Infeksjon i livmorhals INA
X85;Livmorhals ektopi
X85;Livmorhals erosjon
X85;Livmorhals hypertrofisk forlengelse
X85;Livmorhals leukoplaki
X85;Livmorhals rift
X85;Livmorhals striktur/stenose
X85;Livmorhals svekkelse
X85;Polypp livmorhals
X85;Erosjon i livmorhals
X85;Gammel rift i livmorhals
X85;Leukoplaki i livmorhals
X85;Slimhinnepolypp i livmorhals
X86;Cytologi livmorhals unormal
X86;Cytologi livmorhals alvorlig dysplasi INA
X86;Cytologi livmorhals grov dysplasi INA
X86;Cytologi livmorhals lett dysplasi
X86;Cytologi livmorhals moderat dysplasi
X86;Cervikal intraepitelial neoplasi (CIN( grad I og II
X86;Dysplasi i livmorhals
X87;Fremfall av kvinnelige kjønnsorgan
X87;Cystocele
X87;Fremfall skjedevegg bakre
X87;Fremfall skjedevegg INA
X87;Fremfall uterovaginalt fullstendig
X87;Fremfall uterovaginalt ufullstendig
X87;Procidentia uteri
X87;Prolaps kvinnelige kjønnsorganer INA
X87;Rektocele (K)
X87;Uretrocele (K)
X87;Uterovaginalt fremfall INA
X87;Uterusprolaps INA
X87;Vaginalt enterocele
X87;Rektocele
X88;Godartet mammadysplasi
X88;Bryst cyste solitær
X88;Bryst cystisk diffus
X88;Bryst fibroadenomatose
X88;Bryst fibrosklerose
X88;Bryst melkegangsektasi
X88;Mastopati cystisk diffus
X88;Dysplasi i bryst
X88;Fibroadenomatose i bryst
X88;Kronisk cyste-sykdom i bryst
X88;Solitær cyste i bryst
X89;Premenstruelt tensjonssyndrom
X89;PMS (premenstruelt tensjonssyndrom)
X90;Genital herpesvirusinfeksjon kvinne
X90;Anogenital herpesvirusinfeksjon (K)
X90;Anogenital herpes simplex
X91;Condylomata acuminata kvinne
X91;Anogenitale veneriske vorter (K)
X91;Humant papillomvirus-infeksjon
X91;Veneriske vorter
X92;Klamydiainfeksjon urogenitalt kvinne
X92;Cystitt klamydiainfeksjon (K)
X92;Klamydiainfeksjon cervicitt
X92;Klamydiainfeksjon ooforitt
X92;Klamydiainfeksjon salpingitt
X92;Klamydiainfeksjon salpingo-ooforitt
X92;Klamydiainfeksjon underliv INA (K)
X92;Klamydiainfeksjon vulvovaginitt
X99;Sykdom i kvinnelige kjønnsorgan IKA
X99;Abort habituell
X99;Abscess bryst (K)
X99;Bartholinitt IKA
X99;Bartholins kjertel abscess
X99;Bartholins kjertel cyste
X99;Bløt sjanker (K)
X99;Bryst atrofi (K)
X99;Bryst fettnekrose segmentell (K)
X99;Bryst galaktocele (K)
X99;Bryst subinvolusjon (etter amming)
X99;Bryst tap av (K)
X99;Brystbetennelse (K)
X99;Corpus luteum-cyste
X99;Dysplasi lett ytre genitalia (K)
X99;Eggleder lidelse IKA
X99;Eggstokk lidelse IKA
X99;Endometriose bekkenbukhinne
X99;Endometriose eggstokk
X99;Endometriose IKA
X99;Endometriose livmor
X99;Endometriose skjede/rektovaginalt
X99;Fistel kjønnsorgan IKA (K)
X99;Fistel kjønnsorgan urinveier (K)
X99;Fistel rektovaginal
X99;Fistel skjede tykktarm
X99;Fistel skjede tynntarm
X99;Fistel vesikovaginal
X99;Follikelcyste eggstokk
X99;Genitalia lidelse INA (K)
X99;Genitalia tap av (K)
X99;Habituell abort
X99;Hematokolpos
X99;Hematometra
X99;Hymen trang
X99;Hyperplasi adenomatøs endometrium
X99;Hyperplasi endometrium
X99;Hypertrofi kjønnslepper
X99;Hypertrofisk livmor
X99;Intrauterine synekier
X99;Karbunkel bryst (K)
X99;Klitoris hypertrofi
X99;Kunstig befruktning komplikasjoner
X99;LGV (lymphogranuloma inguinale venereum) (K)
X99;Ligamentum latum uteri lidelse IKA
X99;Livmor anteversjon
X99;Livmor atrofi ervervet
X99;Livmor hypertrofisk
X99;Livmor inversjon
X99;Livmor lidelse IKA
X99;Livmor lidelse INA
X99;Livmor retrofleksjon
X99;Livmor retroversjon
X99;Livmor subinvolusjon
X99;Lymphogranuloma inguinale (K)
X99;Mastitt (K)
X99;Mastitt akutt (ikke-puerperal)
X99;Polypp genitalia IKA (K)
X99;Polypp livmor
X99;Polypp skjede
X99;Polypp ytre genitalia (K)
X99;Skjede atresi
X99;Skjede dysplasi grov IKA
X99;Skjede dysplasi INA
X99;Skjede dysplasi lett
X99;Skjede dysplasi moderat
X99;Skjede leukoplaki
X99;Skjede lidelse IKA
X99;Skjede striktur
X99;Torsjon eggstokk
X99;Ulcus molle (K)
X99;Ytre genitalia adheranser (K)
X99;Ytre genitalia atrofi (K)
X99;Ytre genitalia cyste (K)
X99;Ytre genitalia dysplasi grov IKA (K)
X99;Ytre genitalia dysplasi INA (K)
X99;Ytre genitalia dysplasi lett (K)
X99;Ytre genitalia dysplasi moderat (K)
X99;Ytre genitalia hypertrofi (K)
X99;Ytre genitalia leukoplaki (K)
X99;Ytre genitalia lidelse IKA (K)
X99;Cyste/abscess i Bartholin`s kjertel
X99;Endometriose
X99;Fistel i kvinnelig kjønnsorgan
X99;Follikelcyste i eggstokk
Y01;Smerte i penis
Y01;Smerte i bekken og perineum
Y02;Smerte i testikkel/skrotum
Y02;Skrotumsmerte
Y02;Testikkelsmerte
Y02;Underlivssmerte (M)
Y02;Smerte i bekken og perineum
Y02;Smerte i perineum
Y02;Underlivssmerte mann
Y03;Utflod fra urinrør/penis
Y03;Uretroré (M)
Y04;Penis symptomer/plager IKA
Y04;Forhud symptomer/plager
Y04;Forhud ødem
Y04;Penis kløe
Y04;Penis trykk/press
Y05;Skrotum/testikkel symptomer/plager IKA
Y05;Kul i pungen/testis
Y05;Scrotum kløe
Y05;Testikkel retraksjon
Y05;Testikkel symptomer/plager
Y05;Kul i testikkel
Y06;Prostata symptomer/plager
Y06;Prostata trykk/press
Y06;Prostatisme
Y07;Impotens organisk betinget
Y07;Ereksjonssvikt organisk betinget
Y07;Impotens med organisk årsak
Y08;Seksuelt problem IKA mann
Y08;Ereksjon smertefull
Y08;Priapisme
Y08;Seksuelt problem org betinget (M)
Y08;Smertefull ereksjon
Y10;Infertilitet mann
Y10;Azoospermia
Y10;Barnløshet utredning (M)
Y10;Infertilitet (M)
Y10;Infertilitet azoospermi
Y10;Infertilitet oligospermi
Y10;Infertilitet utredning (M)
Y10;Sterilitet (M)
Y10;Veiledning forplantning (M)
Y10;Veiledning og rådgivning abort (M)
Y13;Sterilisering mann
Y13;Familieplanlegging som omfatter steriliering av mann
Y14;Prevensjon IKA mann
Y14;Familieplanlegging prevensjonsveil (M)
Y14;Prevensjonsveiledning (M)
Y14;Vasektomi etterkontroll sædceller
Y14;Familieplanlegging mann IKA
Y14;Prevensjon mann IKA
Y16;Bryst symptomer/plager mann
Y16;Bryst hypertrofi (M)
Y16;Bryst utseende bekymret for (M)
Y16;Brystvorte kløe (M)
Y16;Brystvorte sekresjon (M)
Y16;Brystvorte symptomer/plager (M)
Y16;Gynekomasti (M)
Y16;Kul i bryst uspesifisert (M)
Y16;Gynekomasti
Y16;Kul i bryst mann
Y24;Engstelig for seksuell dysfunksjon mann
Y25;Engstelig for kjønnssykdom mann
Y26;Engstelig for kreft i kjønnsorgan mann
Y27;Engstelig for sykdom i kjønnsorgan IKA mann
Y28;Redusert funksjonsevne pga problem i kjønnsorgan mann
Y28;Funksjonshemning sykd genitalia (M)
Y29;Kjønnsorgan symptomer/plager IKA mann
Y70;Syfilis mann
Y70;Syfilis primær anal (M)
Y70;Syfilis primær genital (M)
Y70;Syfilis sekundær (M)
Y70;Syfilis sent stadium (M)
Y70;Syfilis sent stadium latent (M)
Y70;Syfilis tidlig stadium latent (M)
Y70;Syfilis alle lokalisasjoner
Y71;Gonokokkinfeksjon mann
Y71;Gonokokkinfeksjon cystitt (M)
Y71;Gonokokkinfeksjon epididymitt
Y71;Gonokokkinfeksjon orkitt
Y71;Gonokokkinfeksjon prostatitt
Y71;Gonokokkinfeksjon uretritt (M)
Y71;Gonoré INA (M)
Y71;Gonokokkinfeksjon alle lokalisasjoner
Y72;Genital herpesvirusinfeksjon mann
Y72;Herpesvirusinfeksjon anogenital (M)
Y72;Herpesvirusinfeksjon genital (M)
Y72;Anogenital herpes simplex
Y73;Prostatitt/vesikulitt
Y73;Prostata abscess
Y73;Prostatitt akutt
Y73;Prostatitt INA
Y73;Prostatitt kronisk
Y73;Prostatocystitt
Y73;Vesikulitt INA
Y74;Orkitt/epididymitt
Y74;Epididymitt abscess
Y74;Epididymitt INA
Y74;Epididymo-orkitt abscess
Y74;Epididymo-orkitt INA
Y74;Klamydiainfeksjon epididymitt
Y74;Klamydiainfeksjon orkitt
Y74;Orkitt abscess
Y74;Orkitt INA
Y74;Testikkelbetennelse
Y75;Balanopostitt
Y75;Balanitt INA
Y75;Balanopostitt candidainfeksjon
Y75;Forhud betennelse
Y75;Balanitt
Y75;Candidainfeksjon glans penis
Y76;Condylomata acuminata mann
Y76;Anogenitale veneriske vorter (M)
Y76;Humant papillomvirus-infeksjon
Y76;Veneriske vorter
Y77;Ondartet svulst i prostata
Y77;Prostatakreft
Y78;Ondartet svulst i mannlige kjønnsorgan IKA
Y78;Karsinom i bryst (M)
Y78;Ondartet svulst bitestikkel
Y78;Ondartet svulst bryst (M)
Y78;Ondartet svulst penis
Y78;Ondartet svulst scrotum (hud)
Y78;Ondartet svulst sædblære
Y78;Ondartet svulst sædleder
Y78;Ondartet svulst testikkel
Y78;Seminom
Y78;Testikkelkarsinom
Y78;Testikkelkreft
Y78;Karsinom i bryst
Y78;Testikkelkarsinom/seminom
Y79;Godartet/uspesifisert svulst i mannlige kjønnsorgan
Y79;Carcinoma in situ bryst (M)
Y79;Carcinoma in situ penis
Y79;Carcinoma in situ prostata
Y79;Godartet svulst bitestikkel
Y79;Godartet svulst bryst (M)
Y79;Godartet svulst penis
Y79;Godartet svulst prostata
Y79;Godartet svulst scrotum (hud)
Y79;Godartet svulst sædblære
Y79;Godartet svulst sædleder
Y79;Godartet svulst testikkel
Y79;Uspesifisert svulst bitestikkel
Y79;Uspesifisert svulst bryst (M)
Y79;Uspesifisert svulst penis
Y79;Uspesifisert svulst prostata
Y79;Uspesifisert svulst scrotum (hud)
Y79;Uspesifisert svulst sædblære
Y79;Uspesifisert svulst sædleder
Y79;Uspesifisert svulst testikkel
Y79;Fibrom
Y79;Godartet svulst i bryst mann
Y79;Godartet svulst i kjønnsorgan
Y79;Svulst i kjønnorgan ikke spesifisert som godartet eller ondartet når histologi ikke er tilgjengelig
Y80;Skade i mannlige kjønnsorgan
Y80;Amputasjon traum genitalia (M)
Y80;Amputasjon traumatisk penis
Y80;Amputasjon traumatisk scrotum
Y80;Etseskade indre genitalia (M)
Y80;Knusningsskade bekken (M)
Y80;Knusningsskade ytre genitalia (M)
Y80;Kontusjon penis
Y80;Kontusjon scrotum
Y80;Kontusjon testikkel
Y80;Kontusjon ytre genitalia (M)
Y80;Skade ytre genitalia (M)
Y80;Sårskade penis
Y80;Sårskade scrotum
Y81;Fimose/overflødig forhud
Y81;Fimose
Y81;Forhud adherent
Y81;Forhud overflødig
Y81;Forhud trang
Y81;Parafimose
Y82;Hypospadi
Y83;Ikke-descendert testikkel
Y83;Kryptorkisme INA
Y83;Testikkel ektopisk
Y83;Testikkel retinert
Y83;Kryptorkisme
Y84;Medfødt feil i mannlige kjønnsorgan IKA
Y84;Hermafrodittisme IKA (M)
Y84;Medfødt feil atresi sædleder
Y84;Medfødt feil bitestikkel
Y84;Medfødt feil bryst (M)
Y84;Medfødt feil genitalia IKA (M)
